participantsID,a(101),Ter(101),eta(101),z(101),sz(101),st(101),v(101),a(102),Ter(102),eta(102),z(102),sz(102),st(102),v(102),AICc(3),BIC(3),Chi(3),df
00aa64fdcb675341,4.235712e-01,8.292110e-01,4.401964e-04,8.970629e-02,8.888405e-05,2.555058e-01,6.118110e-02,8.292363e-01,6.841794e-01,8.377545e-03,3.438165e-01,8.499731e-05,2.555058e-01,4.585688e-01,1.849462e+02,2.159743e+02,1.085512e+03,11
02535fcf7e16bb56,7.737445e-01,2.436803e-02,4.997868e-01,2.993403e-01,1.900646e-05,3.475628e-03,4.570940e-01,7.454490e-01,9.330978e-02,4.995101e-01,2.778471e-01,1.900787e-05,3.475628e-03,-1.492961e-04,4.958604e+02,5.268886e+02,5.805736e+05,11
06c46b112368babf,3.802517e-01,7.735604e-01,4.964912e-01,7.229569e-02,1.342961e-03,7.436107e-01,-5.271292e-02,4.047478e-01,3.807665e-01,4.059328e-01,8.191041e-02,1.403405e-03,7.436107e-01,-1.328318e-02,4.114820e+02,4.425101e+02,9.204549e+01,11
09ba82a2ca814481,7.088004e-01,5.605542e-01,9.271766e-04,2.511990e-01,2.264001e-05,1.022589e-02,5.284821e-01,2.646731e-01,1.068422e+00,4.334088e-01,3.502591e-02,2.264182e-05,1.022589e-02,-3.073218e-02,9.124234e+01,1.222705e+02,2.426010e-01,11
0abfc32a4d12c731,1.453839e+00,8.475176e-01,3.820085e-01,1.056824e+00,1.904137e-04,2.920886e-05,1.463524e-01,4.098981e-01,1.632258e+00,3.674388e-01,8.400821e-02,1.920252e-04,2.920886e-05,-3.694361e-03,2.268683e+02,2.578965e+02,1.108648e+01,11
0b0a94c202d0b233,8.573927e-01,4.578232e-01,3.986433e-01,3.675611e-01,3.213014e-05,8.616208e-01,-8.384885e-04,6.583604e-01,5.951239e-01,4.544404e-01,2.167192e-01,3.435159e-05,8.616208e-01,-4.321897e-04,3.207102e+02,3.513782e+02,1.711703e+08,11
0beac20378edac7b,1.932638e-01,8.702611e-01,4.999841e-01,1.867544e-02,3.733904e-05,7.708984e-01,-4.821077e-05,6.374016e-01,6.364800e-01,5.122445e-04,2.031404e-01,4.207660e-05,7.708984e-01,1.589843e+00,3.936712e+02,4.246994e+02,5.838426e+01,11
0d894551bc966608,6.009810e-01,1.097181e-01,2.285104e-01,1.805891e-01,3.651089e-03,6.587945e-06,6.462930e-01,6.508712e-01,5.961434e-04,3.466075e-03,2.118167e-01,3.602647e-03,6.587945e-06,5.504217e-01,2.692176e+02,3.001568e+02,2.010529e+00,11
10d15198ac61a404,7.135201e-01,4.768865e-01,3.969911e-01,2.545554e-01,3.804798e-04,6.946552e-01,2.016060e-01,3.162288e-02,1.279253e+00,4.029308e-03,5.000032e-04,3.020764e-09,6.946552e-01,-2.348788e-03,2.402548e+02,2.712830e+02,1.359339e+08,11
12a096342c4d052f,4.368485e-01,8.598842e-01,4.690342e-01,9.541829e-02,4.576675e-04,9.810928e-01,4.900956e-02,2.240313e-01,9.073834e-01,4.999905e-01,2.509501e-02,4.329548e-04,9.810928e-01,-9.358751e-03,3.972586e+02,4.282867e+02,4.001162e+05,11
